Time,Pitch,Roll
59.430,6.51,16.51
59.480,6.51,16.50
59.530,6.50,16.52
59.580,6.52,16.50
59.690,6.57,16.51
59.740,6.58,16.52
59.790,6.58,16.51
59.840,6.56,16.51
59.890,6.56,16.52
59.940,6.55,16.53
59.990,6.53,16.51
60.040,6.52,16.49
60.090,6.52,16.48
60.140,6.51,16.48
60.190,6.51,16.47
60.240,6.51,16.48
60.290,6.50,16.48
60.340,6.50,16.48
60.390,6.49,16.47
60.440,6.50,16.47
60.490,6.51,16.48
60.540,6.49,16.46
60.590,6.49,16.46
60.640,6.50,16.48
60.690,6.49,16.48
60.740,6.49,16.50
60.790,6.51,16.48
60.840,6.51,16.49
60.890,6.51,16.46
60.940,6.53,16.48
60.990,6.52,16.48
61.040,6.51,16.49
61.170,6.61,16.50
61.220,6.61,16.50
61.270,6.61,16.51
61.320,6.60,16.49
61.370,6.59,16.52
61.420,6.58,16.53
61.470,6.57,16.54
61.520,6.57,16.54
61.570,6.56,16.56
61.620,6.56,16.56
61.670,6.55,16.55
61.720,6.55,16.56
61.770,6.55,16.56
61.820,6.55,16.55
61.870,6.52,16.57
61.920,6.52,16.57
61.970,6.54,16.56
62.020,6.54,16.56
62.070,6.51,16.58
62.120,6.52,16.57
62.170,6.54,16.56
62.220,6.53,16.54
62.270,6.52,16.52
62.320,6.50,16.52
62.370,6.48,16.53
62.420,6.47,16.53
62.470,6.45,16.54
62.520,6.45,16.56
62.700,6.59,16.56
62.750,6.59,16.53
62.800,6.60,16.55
62.850,6.58,16.54
62.900,6.58,16.55
62.950,6.58,16.56
63.000,6.57,16.56
63.050,6.57,16.56
63.100,6.58,16.56
63.150,6.57,16.55
63.200,6.59,16.55
63.250,6.59,16.54
63.300,6.61,16.55
63.350,6.61,16.55
63.400,6.60,16.54
63.450,6.60,16.53
63.500,6.61,16.52
63.550,6.61,16.52
63.600,6.61,16.51
63.650,6.61,16.52
63.700,6.60,16.52
63.750,6.60,16.52
63.800,6.59,16.53
63.850,6.57,16.55
63.900,6.56,16.57
63.950,6.57,16.56
64.000,6.57,16.53
64.050,6.59,16.54
64.160,6.67,16.55
64.210,6.66,16.53
64.260,6.64,16.53
64.310,6.63,16.53
64.360,6.62,16.53
64.410,6.61,16.55
64.460,6.63,16.55
64.510,6.61,16.55
64.560,6.61,16.54
64.610,6.60,16.53
64.660,6.59,16.52
64.710,6.60,16.50
64.760,6.61,16.49
64.810,6.60,16.48
64.860,6.59,16.50
64.910,6.59,16.49
64.960,6.59,16.49
65.010,6.59,16.50
65.060,6.58,16.49
65.110,6.57,16.50
65.160,6.60,16.49
65.210,6.59,16.48
65.260,6.58,16.48
65.310,6.59,16.49
65.360,6.57,16.48
65.410,6.57,16.50
65.460,6.57,16.50
65.510,6.58,16.49
65.610,6.64,16.50
65.660,6.63,16.50
65.710,6.63,16.49
65.760,6.61,16.51
65.810,6.62,16.51
65.860,6.61,16.50
65.910,6.60,16.50
65.960,6.61,16.49
66.010,6.61,16.49
66.060,6.60,16.50
66.110,6.58,16.49
66.160,6.57,16.51
66.210,6.57,16.52
66.260,6.56,16.52
66.310,6.57,16.50
66.360,6.58,16.51
66.410,6.57,16.51
66.460,6.57,16.51
66.510,6.58,16.51
66.560,6.56,16.52
66.610,6.56,16.51
66.660,6.58,16.52
66.710,6.57,16.53
66.760,6.55,16.52
66.810,6.53,16.51
66.860,6.52,16.52
66.910,6.52,16.53
66.960,6.52,16.53
67.060,6.58,16.55
67.110,6.59,16.54
67.160,6.59,16.56
67.210,6.59,16.58
67.260,6.59,16.59
67.310,6.57,16.59
67.360,6.57,16.60
67.410,6.56,16.60
67.460,6.57,16.59
67.510,6.57,16.60
67.560,6.58,16.61
67.610,6.58,16.59
67.660,6.58,16.58
67.710,6.58,16.56
67.760,6.60,16.55
67.810,6.60,16.56
67.860,6.61,16.58
67.910,6.60,16.59
67.960,6.61,16.59
68.010,6.61,16.58
68.060,6.61,16.58
68.110,6.61,16.58
68.160,6.63,16.57
68.210,6.62,16.59
68.260,6.61,16.59
68.310,6.61,16.57
68.360,6.59,16.56
68.410,6.59,16.57
68.520,6.67,16.57
68.570,6.68,16.58
68.620,6.67,16.56
68.670,6.66,16.56
68.720,6.67,16.57
68.770,6.66,16.55
68.820,6.66,16.54
68.870,6.67,16.53
68.920,6.65,16.53
68.970,6.66,16.54
69.020,6.64,16.54
69.070,6.65,16.54
69.120,6.64,16.53
69.170,6.63,16.52
69.220,6.64,16.52
69.270,6.63,16.52
69.320,6.64,16.52
69.370,6.64,16.53
69.420,6.63,16.55
69.470,6.62,16.52
69.520,6.63,16.53
69.570,6.63,16.55
69.620,6.60,16.56
69.670,6.59,16.56
69.720,6.58,16.55
69.770,6.58,16.55
69.820,6.58,16.53
69.870,6.59,16.54
69.980,6.66,16.52
70.030,6.64,16.53
70.080,6.61,16.51
70.130,6.61,16.52
70.180,6.61,16.53
70.230,6.60,16.53
70.280,6.63,16.53
70.330,6.61,16.53
70.380,6.59,16.53
70.430,6.58,16.53
70.480,6.57,16.54
70.530,6.56,16.52
70.580,6.54,16.54
70.630,6.54,16.52
70.680,6.53,16.54
70.730,6.53,16.54
70.780,6.53,16.53
70.830,6.54,16.54
70.880,6.55,16.54
70.930,6.55,16.53
70.980,6.55,16.54
71.030,6.56,16.54
71.080,6.55,16.55
71.130,6.54,16.54
71.180,6.53,16.53
71.230,6.53,16.54
71.280,6.52,16.57
71.330,6.54,16.58
71.440,6.60,16.55
71.490,6.60,16.55
71.540,6.61,16.55
71.590,6.59,16.56
71.640,6.59,16.55
71.690,6.60,16.56
71.740,6.59,16.56
71.790,6.58,16.55
71.840,6.59,16.55
71.890,6.58,16.56
71.940,6.57,16.57
71.990,6.58,16.55
72.040,6.57,16.53
72.090,6.56,16.51
72.140,6.55,16.51
72.190,6.56,16.51
72.240,6.55,16.50
72.290,6.53,16.50
72.340,6.53,16.52
72.390,6.53,16.50
72.440,6.53,16.50
72.490,6.53,16.51
72.540,6.52,16.50
72.590,6.52,16.50
72.640,6.51,16.49
72.690,6.50,16.50
72.740,6.47,16.50
72.790,6.48,16.51
72.910,6.56,16.49
72.960,6.56,16.49
73.010,6.55,16.50
73.060,6.56,16.51
73.110,6.56,16.51
73.160,6.58,16.50
73.210,6.56,16.51
73.260,6.55,16.50
73.310,6.56,16.51
73.360,6.54,16.50
73.410,6.52,16.48
73.460,6.53,16.50
73.510,6.53,16.53
73.560,6.53,16.54
73.610,6.53,16.53
73.660,6.52,16.54
73.710,6.53,16.55
73.760,6.52,16.56
73.810,6.51,16.56
73.860,6.49,16.56
73.910,6.50,16.56
73.960,6.50,16.54
74.010,6.49,16.56
74.060,6.49,16.55
74.110,6.49,16.54
74.160,6.50,16.55
74.210,6.48,16.54
74.260,6.49,16.55
74.450,6.66,16.59
74.500,6.66,16.58
74.550,6.68,16.58
74.600,6.67,16.58
74.650,6.67,16.57
74.700,6.67,16.56
74.750,6.67,16.56
74.800,6.69,16.55
74.850,6.67,16.57
74.900,6.66,16.57
74.950,6.65,16.56
75.000,6.66,16.56
75.050,6.64,16.56
75.100,6.63,16.56
75.150,6.61,16.58
75.200,6.60,16.57
75.250,6.60,16.58
75.300,6.59,16.57
75.350,6.61,16.58
75.400,6.59,16.57
75.450,6.59,16.56
75.500,6.59,16.56
75.550,6.58,16.54
75.600,6.60,16.53
75.650,6.58,16.56
75.700,6.58,16.55
75.750,6.57,16.54
75.800,6.57,16.54
75.910,6.64,16.53
75.960,6.62,16.52
76.010,6.63,16.53
76.060,6.63,16.53
76.110,6.62,16.54
76.160,6.62,16.56
76.210,6.61,16.55
76.260,6.61,16.54
76.310,6.60,16.56
76.360,6.62,16.55
76.410,6.62,16.53
76.460,6.57,16.55
76.510,6.59,16.54
76.560,6.58,16.54
76.610,6.58,16.57
76.660,6.59,16.58
76.710,6.58,16.59
76.760,6.58,16.62
76.810,6.55,16.61
76.860,6.54,16.62
76.910,6.54,16.61
76.960,6.55,16.60
77.010,6.53,16.61
77.060,6.53,16.62
77.110,6.51,16.61
77.160,6.51,16.60
77.210,6.50,16.59
77.260,6.49,16.59
77.500,6.76,16.60
77.550,6.78,16.60
77.600,6.74,16.60
77.650,6.72,16.61
77.700,6.71,16.61
77.750,6.71,16.60
77.800,6.72,16.60
77.850,6.72,16.60
77.900,6.69,16.61
77.950,6.68,16.60
78.000,6.68,16.60
78.050,6.68,16.59
78.100,6.68,16.60
78.150,6.68,16.59
78.200,6.68,16.58
78.250,6.67,16.58
78.300,6.67,16.58
78.350,6.66,16.59
78.400,6.64,16.58
78.450,6.65,16.57
78.500,6.64,16.56
78.550,6.63,16.56
78.600,6.64,16.56
78.650,6.62,16.58
78.700,6.60,16.56
78.750,6.57,16.56
78.800,6.57,16.55
78.850,6.56,16.54
78.940,6.60,16.55
78.990,6.60,16.54
79.040,6.60,16.52
79.090,6.62,16.51
79.140,6.58,16.51
79.190,6.58,16.49
79.240,6.58,16.50
79.290,6.58,16.51
79.340,6.57,16.50
79.390,6.57,16.50
79.440,6.60,16.51
79.490,6.60,16.51
79.540,6.58,16.52
79.590,6.58,16.53
79.640,6.55,16.53
79.690,6.53,16.52
79.740,6.54,16.53
79.790,6.53,16.54
79.840,6.53,16.52
79.890,6.51,16.51
79.940,6.53,16.51
79.990,6.52,16.52
80.040,6.51,16.52
80.090,6.51,16.53
80.140,6.50,16.52
80.190,6.50,16.53
80.240,6.51,16.53
80.290,6.50,16.52
80.400,6.53,16.56
80.450,6.51,16.58
80.500,6.50,16.58
80.550,6.50,16.59
80.600,6.50,16.58
80.650,6.51,16.57
80.700,6.49,16.57
80.750,6.52,16.59
80.800,6.51,16.57
80.850,6.50,16.57
80.900,6.51,16.57
80.950,6.49,16.58
81.000,6.47,16.59
81.050,6.46,16.60
81.100,6.44,16.59
81.150,6.43,16.60
81.200,6.44,16.61
81.250,6.44,16.61
81.300,6.45,16.61
81.350,6.44,16.61
81.400,6.44,16.62
81.450,6.44,16.61
81.500,6.45,16.61
81.550,6.45,16.60
81.600,6.45,16.60
81.650,6.46,16.60
81.700,6.47,16.59
81.750,6.47,16.59
81.860,6.54,16.60
81.910,6.53,16.62
81.960,6.52,16.64
82.010,6.53,16.64
82.060,6.54,16.62
82.110,6.52,16.62
82.160,6.53,16.62
82.210,6.53,16.62
82.260,6.50,16.61
82.310,6.51,16.60
82.360,6.51,16.61
82.410,6.51,16.59
82.460,6.51,16.59
82.510,6.51,16.57
82.560,6.52,16.58
82.610,6.51,16.58
82.660,6.51,16.60
82.710,6.50,16.59
82.760,6.51,16.60
82.810,6.52,16.60
82.860,6.52,16.62
82.910,6.52,16.62
82.960,6.50,16.63
83.010,6.52,16.64
83.060,6.53,16.65
83.110,6.55,16.65
83.160,6.55,16.64
83.210,6.54,16.62
83.330,6.61,16.62
83.380,6.61,16.61
83.430,6.59,16.63
83.480,6.58,16.63
83.530,6.59,16.65
83.580,6.59,16.65
83.630,6.57,16.65
83.680,6.57,16.63
83.730,6.58,16.62
83.780,6.58,16.63
83.830,6.59,16.62
83.880,6.59,16.62
83.930,6.58,16.62
83.980,6.58,16.60
84.030,6.58,16.60
84.080,6.58,16.60
84.130,6.58,16.61
84.180,6.55,16.60
84.230,6.55,16.61
84.280,6.54,16.62
84.330,6.54,16.60
84.380,6.52,16.59
84.430,6.52,16.59
84.480,6.52,16.58
84.530,6.51,16.57
84.580,6.50,16.58
84.630,6.50,16.56
84.680,6.51,16.58
84.810,6.58,16.61
84.860,6.58,16.62
84.910,6.58,16.62
84.960,6.58,16.63
85.010,6.58,16.64
85.060,6.57,16.65
85.110,6.57,16.62
85.160,6.58,16.65
85.210,6.57,16.64
85.260,6.56,16.63
85.310,6.55,16.62
85.360,6.55,16.63
85.410,6.54,16.61
85.460,6.54,16.62
85.510,6.53,16.61
85.560,6.55,16.60
85.610,6.55,16.61
85.660,6.56,16.61
85.710,6.56,16.61
85.760,6.55,16.61
85.810,6.52,16.58
85.860,6.52,16.58
85.910,6.52,16.59
85.960,6.52,16.60
86.010,6.50,16.59
86.060,6.48,16.60
86.110,6.48,16.58
86.160,6.50,16.59
86.320,6.66,16.57
86.370,6.65,16.57
86.420,6.64,16.56
86.470,6.64,16.57
86.520,6.63,16.56
86.570,6.66,16.57
86.620,6.66,16.58
86.670,6.67,16.59
86.720,6.66,16.59
86.770,6.66,16.58
86.820,6.64,16.58
86.870,6.63,16.56
86.920,6.62,16.57
86.970,6.63,16.58
87.020,6.62,16.59
87.070,6.61,16.57
87.120,6.61,16.57
87.170,6.60,16.58
87.220,6.60,16.58
87.270,6.59,16.60
87.320,6.61,16.59
87.370,6.62,16.58
87.420,6.62,16.59
87.470,6.59,16.60
87.520,6.62,16.60
87.570,6.62,16.59
87.620,6.63,16.59
87.670,6.59,16.56
87.770,6.65,16.54
87.820,6.63,16.53
87.870,6.64,16.56
87.920,6.64,16.55
87.970,6.62,16.54
88.020,6.62,16.54
88.070,6.64,16.53
88.120,6.64,16.55
88.170,6.63,16.54
88.220,6.62,16.52
88.270,6.63,16.53
88.320,6.60,16.54
88.370,6.60,16.57
88.420,6.59,16.55
88.470,6.58,16.56
88.520,6.57,16.56
88.570,6.56,16.56
88.620,6.55,16.53
88.670,6.54,16.53
88.720,6.55,16.53
88.770,6.55,16.54
88.820,6.52,16.53
88.870,6.53,16.56
88.920,6.53,16.55
88.970,6.53,16.53
89.020,6.54,16.56
89.070,6.54,16.55
89.120,6.55,16.53
89.220,6.61,16.55
89.270,6.59,16.54
89.320,6.59,16.54
89.370,6.59,16.55
89.420,6.58,16.54
89.470,6.58,16.53
89.520,6.57,16.52
89.570,6.56,16.53
89.620,6.56,16.55
89.670,6.55,16.54
89.720,6.55,16.53
89.770,6.54,16.51
89.820,6.55,16.52
89.870,6.56,16.51
89.920,6.56,16.51
89.970,6.56,16.50
90.020,6.56,16.48
90.070,6.56,16.49
90.120,6.55,16.48
90.170,6.57,16.48
90.220,6.59,16.51
90.270,6.57,16.51
90.320,6.58,16.51
90.370,6.57,16.50
90.420,6.59,16.50
90.470,6.58,16.52
90.520,6.59,16.51
90.570,6.58,16.52
90.670,6.62,16.53
90.720,6.62,16.53
90.770,6.61,16.55
90.820,6.58,16.54
90.870,6.58,16.54
90.920,6.58,16.54
90.970,6.59,16.54
91.020,6.56,16.53
91.070,6.56,16.53
91.120,6.55,16.53
91.170,6.57,16.52
91.220,6.55,16.52
91.270,6.56,16.52
91.320,6.55,16.50
91.370,6.54,16.51
91.420,6.55,16.51
91.470,6.56,16.49
91.520,6.56,16.49
91.570,6.56,16.48
91.620,6.54,16.47
91.670,6.52,16.47
91.720,6.51,16.48
91.770,6.52,16.49
91.820,6.53,16.49
91.870,6.51,16.50
91.920,6.53,16.50
91.970,6.51,16.51
92.020,6.52,16.51
92.130,6.61,16.52
92.180,6.61,16.53
92.230,6.61,16.53
92.280,6.62,16.52
92.330,6.61,16.53
92.380,6.59,16.52
92.430,6.58,16.53
92.480,6.59,16.53
92.530,6.57,16.53
92.580,6.54,16.54
92.630,6.54,16.54
92.680,6.53,16.49
92.730,6.51,16.49
92.780,6.50,16.48
92.830,6.50,16.47
92.880,6.50,16.45
92.930,6.51,16.45
92.980,6.50,16.45
93.030,6.51,16.45
93.080,6.52,16.45
93.130,6.52,16.44
93.180,6.51,16.43
93.230,6.52,16.44
93.280,6.53,16.46
93.330,6.52,16.46
93.380,6.52,16.48
93.430,6.51,16.48
93.480,6.52,16.47
93.600,6.60,16.46
93.650,6.59,16.45
93.700,6.59,16.45
93.750,6.57,16.45
93.800,6.57,16.45
93.850,6.59,16.48
93.900,6.59,16.48
93.950,6.62,16.48
94.000,6.61,16.49
94.050,6.59,16.49
94.100,6.61,16.52
94.150,6.61,16.51
94.200,6.60,16.51
94.250,6.58,16.51
94.300,6.58,16.50
94.350,6.58,16.49
94.400,6.54,16.50
94.450,6.52,16.48
94.500,6.52,16.48
94.550,6.52,16.48
94.600,6.51,16.48
94.650,6.50,16.47
94.700,6.50,16.46
94.750,6.51,16.47
94.800,6.51,16.47
94.850,6.52,16.49
94.900,6.51,16.49
94.950,6.51,16.50
95.060,6.57,16.51
95.110,6.56,16.49
95.160,6.57,16.48
95.210,6.57,16.47
95.260,6.56,16.48
95.310,6.54,16.48
95.360,6.53,16.49
95.410,6.52,16.52
95.460,6.52,16.52
95.510,6.52,16.54
95.560,6.52,16.54
95.610,6.54,16.53
95.660,6.54,16.52
95.710,6.53,16.54
95.760,6.54,16.53
95.810,6.56,16.55
95.860,6.57,16.55
95.910,6.57,16.54
95.960,6.56,16.57
96.010,6.55,16.56
96.060,6.55,16.55
96.110,6.54,16.55
96.160,6.52,16.53
96.210,6.52,16.52
96.260,6.52,16.52
96.310,6.52,16.52
96.360,6.52,16.50
96.410,6.52,16.51
96.520,6.58,16.53
96.570,6.59,16.55
96.620,6.58,16.51
96.670,6.58,16.49
96.720,6.57,16.53
96.770,6.57,16.53
96.820,6.59,16.53
96.870,6.60,16.54
96.920,6.61,16.52
96.970,6.61,16.49
97.020,6.59,16.52
97.070,6.58,16.53
97.120,6.59,16.53
97.170,6.57,16.54
97.220,6.55,16.53
97.270,6.56,16.54
97.320,6.56,16.55
97.370,6.54,16.56
97.420,6.53,16.57
97.470,6.53,16.57
97.520,6.54,16.57
97.570,6.52,16.56
97.620,6.52,16.57
97.670,6.53,16.57
97.720,6.54,16.56
97.770,6.52,16.56
97.820,6.51,16.55
97.870,6.51,16.53
98.030,6.65,16.55
98.080,6.63,16.55
98.130,6.62,16.53
98.180,6.60,16.53
98.230,6.60,16.55
98.280,6.61,16.55
98.330,6.63,16.55
98.380,6.63,16.56
98.430,6.62,16.56
98.480,6.61,16.54
98.530,6.61,16.52
98.580,6.63,16.52
98.630,6.62,16.52
98.680,6.61,16.52
98.730,6.60,16.52
98.780,6.61,16.52
98.830,6.60,16.53
98.880,6.58,16.52
98.930,6.56,16.54
98.980,6.54,16.53
99.030,6.54,16.52
99.080,6.54,16.50
99.130,6.52,16.50
99.180,6.54,16.52
99.230,6.55,16.52
99.280,6.55,16.51
99.330,6.56,16.52
99.380,6.56,16.51
99.480,6.60,16.53
99.530,6.59,16.53
99.580,6.58,16.53
99.630,6.58,16.51
99.680,6.58,16.53
99.730,6.57,16.53
99.780,6.56,16.53
99.830,6.54,16.55
99.880,6.55,16.55
99.930,6.55,16.55
99.980,6.55,16.55
100.030,6.55,16.57
100.080,6.55,16.57
100.130,6.54,16.57
100.180,6.52,16.59
100.230,6.50,16.58
100.280,6.49,16.60
100.330,6.49,16.59
100.380,6.53,16.59
100.430,6.54,16.57
100.480,6.55,16.58
100.530,6.54,16.59
100.580,6.53,16.59
100.630,6.51,16.58
100.680,6.51,16.57
100.730,6.51,16.57
100.780,6.50,16.57
100.980,6.67,16.60
101.030,6.64,16.59
101.080,6.62,16.58
101.130,6.63,16.59
101.180,6.61,16.59
101.230,6.60,16.60
101.280,6.60,16.58
101.330,6.57,16.59
101.380,6.56,16.60
101.430,6.55,16.60
101.480,6.54,16.58
101.530,6.53,16.57
101.580,6.53,16.57
101.630,6.56,16.57
101.680,6.55,16.58
101.730,6.56,16.56
101.780,6.56,16.55
101.830,6.55,16.56
101.880,6.55,16.56
101.930,6.55,16.55
101.980,6.56,16.54
102.030,6.56,16.57
102.080,6.54,16.58
102.130,6.54,16.57
102.180,6.54,16.56
102.230,6.53,16.57
102.330,6.58,16.57
102.380,6.59,16.58
102.430,6.57,16.58
102.480,6.56,16.57
102.530,6.55,16.58
102.580,6.54,16.57
102.630,6.54,16.57
102.680,6.53,16.58
102.730,6.53,16.56
102.780,6.52,16.56
102.830,6.52,16.55
102.880,6.51,16.53
102.930,6.51,16.54
102.980,6.52,16.53
103.030,6.53,16.55
103.080,6.53,16.54
103.130,6.54,16.55
103.180,6.55,16.54
103.230,6.55,16.55
103.280,6.55,16.55
103.330,6.54,16.52
103.380,6.54,16.51
103.430,6.54,16.51
103.480,6.54,16.50
103.530,6.53,16.48
103.580,6.53,16.51
103.680,6.56,16.49
103.730,6.56,16.50
103.780,6.55,16.51
103.830,6.54,16.49
103.880,6.53,16.49
103.930,6.52,16.49
103.980,6.50,16.49
104.030,6.51,16.49
104.080,6.50,16.48
104.130,6.50,16.47
104.180,6.50,16.48
104.230,6.50,16.48
104.280,6.49,16.47
104.330,6.49,16.47
104.380,6.50,16.48
104.430,6.50,16.47
104.480,6.51,16.46
104.530,6.50,16.47
104.580,6.50,16.46
104.630,6.51,16.46
104.680,6.51,16.47
104.730,6.52,16.46
104.780,6.52,16.48
104.830,6.51,16.48
104.880,6.52,16.50
104.930,6.53,16.51
105.040,6.58,16.51
105.090,6.60,16.51
105.140,6.61,16.51
105.190,6.61,16.51
105.240,6.61,16.50
105.290,6.60,16.52
105.340,6.60,16.53
105.390,6.60,16.55
105.440,6.59,16.55
105.490,6.60,16.55
105.540,6.61,16.53
105.590,6.60,16.53
105.640,6.61,16.53
105.690,6.60,16.50
105.740,6.59,16.48
105.790,6.59,16.50
105.840,6.59,16.50
105.890,6.58,16.48
105.940,6.58,16.49
105.990,6.57,16.50
106.040,6.57,16.50
106.090,6.57,16.51
106.140,6.59,16.51
106.190,6.57,16.50
106.240,6.58,16.49
106.290,6.56,16.47
106.400,6.62,16.48
106.450,6.61,16.49
106.500,6.63,16.50
106.550,6.63,16.52
106.600,6.62,16.53
106.650,6.62,16.52
106.700,6.61,16.54
106.750,6.61,16.53
106.800,6.60,16.52
106.850,6.59,16.51
106.900,6.59,16.53
106.950,6.58,16.52
107.000,6.58,16.55
107.050,6.59,16.55
107.100,6.58,16.55
107.150,6.56,16.53
107.200,6.55,16.53
107.250,6.53,16.53
107.300,6.52,16.52
107.350,6.49,16.51
107.400,6.50,16.52
107.450,6.50,16.52
107.500,6.50,16.52
107.550,6.50,16.51
107.600,6.49,16.50
107.650,6.50,16.51
107.760,6.57,16.49
107.810,6.55,16.48
107.860,6.55,16.47
107.910,6.54,16.48
107.960,6.53,16.46
108.010,6.53,16.47
108.060,6.53,16.47
108.110,6.54,16.47
108.160,6.55,16.48
108.210,6.53,16.47
108.260,6.54,16.49
108.310,6.54,16.47
108.360,6.50,16.46
108.410,6.50,16.46
108.460,6.51,16.45
108.510,6.49,16.46
108.560,6.51,16.45
108.610,6.50,16.44
108.660,6.48,16.45
108.710,6.47,16.46
108.760,6.46,16.46
108.810,6.42,16.45
108.860,6.43,16.45
108.910,6.44,16.42
108.960,6.46,16.44
109.010,6.45,16.45
109.170,6.57,16.44
109.220,6.60,16.44
109.270,6.60,16.44
109.320,6.59,16.45
109.370,6.59,16.48
109.420,6.60,16.50
109.470,6.59,16.52
109.520,6.58,16.50
109.570,6.58,16.52
109.620,6.57,16.51
109.670,6.57,16.51
109.720,6.59,16.52
109.770,6.59,16.54
109.820,6.58,16.56
109.870,6.58,16.56
109.920,6.59,16.55
109.970,6.58,16.57
110.020,6.57,16.55
110.070,6.57,16.55
110.120,6.56,16.55
110.170,6.58,16.55
110.220,6.58,16.54
110.270,6.57,16.52
110.320,6.59,16.53
110.370,6.57,16.52
110.420,6.56,16.53
110.520,6.63,16.55
110.570,6.61,16.55
110.620,6.61,16.53
110.670,6.62,16.54
110.720,6.61,16.52
110.770,6.60,16.50
110.820,6.59,16.48
110.870,6.59,16.50
110.920,6.58,16.49
110.970,6.57,16.49
111.020,6.56,16.50
111.070,6.57,16.47
111.120,6.56,16.47
111.170,6.55,16.46
111.220,6.55,16.46
111.270,6.53,16.46
111.320,6.52,16.46
111.370,6.52,16.46
111.420,6.55,16.46
111.470,6.55,16.47
111.520,6.55,16.48
111.570,6.57,16.48
111.620,6.58,16.48
111.670,6.58,16.49
111.720,6.58,16.51
111.770,6.58,16.51
111.870,6.65,16.52
111.920,6.66,16.51
111.970,6.65,16.50
112.020,6.64,16.49
112.070,6.62,16.49
112.120,6.60,16.50
112.170,6.59,16.52
112.220,6.59,16.51
112.270,6.59,16.52
112.320,6.58,16.51
112.370,6.59,16.49
112.420,6.59,16.48
112.470,6.59,16.49
112.520,6.59,16.50
112.570,6.60,16.49
112.620,6.61,16.50
112.670,6.61,16.50
112.720,6.60,16.51
112.770,6.58,16.51
112.820,6.58,16.54
112.870,6.57,16.56
112.920,6.59,16.56
112.970,6.59,16.55
113.020,6.59,16.55
113.070,6.60,16.54
113.120,6.59,16.53
113.220,6.64,16.54
113.270,6.65,16.54
113.320,6.64,16.53
113.370,6.64,16.54
113.420,6.62,16.52
113.470,6.63,16.52
113.520,6.64,16.54
113.570,6.61,16.54
113.620,6.60,16.55
113.670,6.60,16.56
113.720,6.62,16.57
113.770,6.62,16.56
113.820,6.61,16.58
113.870,6.62,16.57
113.920,6.62,16.55
113.970,6.61,16.51
114.020,6.60,16.50
114.070,6.61,16.52
114.120,6.61,16.52
114.170,6.59,16.52
114.220,6.58,16.52
114.270,6.58,16.52
114.320,6.57,16.51
114.370,6.57,16.52
114.420,6.54,16.52
114.470,6.55,16.54
114.580,6.61,16.53
114.630,6.60,16.53
114.680,6.61,16.52
114.730,6.59,16.52
114.780,6.57,16.53
114.830,6.58,16.52
114.880,6.59,16.52
114.930,6.59,16.53
114.980,6.60,16.52
115.030,6.57,16.52
115.080,6.56,16.51
115.130,6.56,16.52
115.180,6.55,16.51
115.230,6.55,16.52
115.280,6.56,16.51
115.330,6.56,16.49
115.380,6.56,16.49
115.430,6.56,16.50
115.480,6.56,16.50
115.530,6.55,16.48
115.580,6.53,16.49
115.630,6.53,16.50
115.680,6.52,16.50
115.730,6.52,16.50
115.780,6.50,16.50
115.830,6.50,16.49
115.950,6.59,16.49
116.000,6.56,16.49
116.050,6.57,16.50
116.100,6.58,16.51
116.150,6.58,16.51
116.200,6.58,16.51
116.250,6.59,16.51
116.300,6.57,16.51
116.350,6.58,16.52
116.400,6.59,16.51
116.450,6.58,16.53
116.500,6.59,16.52
116.550,6.58,16.53
116.600,6.59,16.54
116.650,6.59,16.58
116.700,6.58,16.58
116.750,6.58,16.60
116.800,6.59,16.56
116.850,6.58,16.55
116.900,6.58,16.55
116.950,6.57,16.53
117.000,6.56,16.57
117.050,6.56,16.58
117.100,6.54,16.58
117.150,6.53,16.58
117.200,6.54,16.56
117.320,6.62,16.55
117.370,6.60,16.55
117.420,6.61,16.56
117.470,6.61,16.58
117.520,6.60,16.57
117.570,6.58,16.58
117.620,6.56,16.55
117.670,6.57,16.55
117.720,6.55,16.55
117.770,6.57,16.57
117.820,6.56,16.59
117.870,6.54,16.59
117.920,6.54,16.56
117.970,6.53,16.55
118.020,6.54,16.56
118.070,6.54,16.56
118.120,6.55,16.57
118.170,6.57,16.56
118.220,6.57,16.54
118.270,6.54,16.53
118.320,6.54,16.54
118.370,6.53,16.53
118.420,6.53,16.53
118.470,6.52,16.53
118.520,6.50,16.52
118.570,6.50,16.53
118.690,6.58,16.54
118.740,6.59,16.54
118.790,6.58,16.54
118.840,6.57,16.53
118.890,6.57,16.52
118.940,6.58,16.52
118.990,6.57,16.52
119.040,6.56,16.51
119.090,6.57,16.52
119.140,6.56,16.52
119.190,6.56,16.53
119.240,6.55,16.54
119.290,6.57,16.55
119.340,6.56,16.55
119.390,6.56,16.56
119.440,6.56,16.54
119.490,6.57,16.54
119.540,6.55,16.54
119.590,6.54,16.53
119.640,6.52,16.53
119.690,6.50,16.52
119.740,6.50,16.52
119.790,6.51,16.52
119.840,6.51,16.52
119.890,6.52,16.53
119.940,6.52,16.55
120.110,6.66,16.55
120.160,6.65,16.54
120.210,6.66,16.53
120.260,6.63,16.54
120.310,6.62,16.55
120.360,6.62,16.55
120.410,6.59,16.52
120.460,6.59,16.54
120.510,6.57,16.54
120.560,6.58,16.53
120.610,6.61,16.55
120.660,6.59,16.55
120.710,6.58,16.57
120.760,6.57,16.57
