Time,Pitch,Roll
9.890,3.48,13.32
9.940,3.77,13.46
9.990,3.87,13.68
10.040,3.80,13.86
10.090,3.88,14.15
10.140,3.93,14.44
10.190,4.02,14.81
10.240,4.06,15.09
10.350,4.18,15.28
10.400,4.22,15.43
10.450,4.28,15.62
10.500,4.32,15.78
10.550,4.35,15.94
10.600,4.39,16.09
10.650,4.44,16.22
10.700,4.48,16.34
10.750,4.52,16.44
10.800,4.57,16.54
10.850,4.61,16.61
10.900,4.66,16.69
10.950,4.75,16.62
11.000,4.84,16.53
11.050,4.88,16.50
11.100,4.86,16.67
11.150,4.77,17.16
11.200,4.85,17.04
11.250,4.88,17.14
11.300,4.74,17.12
11.350,4.72,17.20
11.400,4.74,17.36
11.450,4.72,17.47
11.500,4.72,17.57
11.550,4.71,17.64
11.600,4.74,17.75
11.650,4.76,17.82
Time,Pitch,Roll
0.044,0.24,0.78
0.090,0.15,1.07
0.140,0.64,2.43
0.190,0.87,3.50
0.240,1.10,4.54
0.290,1.35,5.15
0.340,1.61,5.70
0.390,1.82,6.24
0.440,2.20,6.65
0.490,2.37,7.09
0.540,2.32,7.64
0.590,2.51,8.17
0.640,2.70,8.98
0.690,2.64,10.49
0.740,4.57,9.71
0.790,4.51,10.00
0.840,4.53,9.85
0.890,4.58,10.33
0.940,4.68,10.55
0.990,4.45,10.26
1.040,4.98,9.26
1.090,1.78,12.13
1.140,3.31,11.65
1.190,2.88,12.19
1.240,3.00,12.35
1.290,3.10,12.65
1.340,3.05,13.06
1.390,3.18,13.13
1.440,3.12,13.43
1.490,3.71,13.54
1.540,3.72,13.91
1.720,4.05,13.96
1.770,4.20,14.06
1.820,4.34,14.17
1.870,4.47,14.26
1.920,4.58,14.36
1.970,4.72,14.44
2.020,4.81,14.55
2.070,4.90,14.63
2.120,4.98,14.72
2.170,5.09,14.81
2.220,5.15,14.89
2.270,5.22,14.99
2.320,5.28,15.08
2.370,5.34,15.15
2.420,5.41,15.21
2.470,5.48,15.25
2.520,5.52,15.32
2.570,5.55,15.37
2.620,5.60,15.43
2.670,5.63,15.47
2.720,5.69,15.51
2.770,5.73,15.58
2.820,5.76,15.62
2.870,5.79,15.67
2.920,5.82,15.70
2.970,5.87,15.76
3.020,5.91,15.78
3.070,5.92,15.80
3.120,5.94,15.84
3.170,5.98,15.90
3.280,6.06,15.95
3.330,6.09,15.98
3.380,6.12,16.00
3.430,6.13,16.00
3.480,6.16,16.01
3.530,6.21,16.03
3.580,6.22,16.06
3.630,6.25,16.07
3.680,6.29,16.09
3.730,6.30,16.12
3.780,6.32,16.13
3.830,6.33,16.13
3.880,6.30,16.15
3.930,6.31,16.16
3.980,6.31,16.18
4.030,6.33,16.17
4.080,6.35,16.17
4.130,6.35,16.21
4.180,6.35,16.22
4.230,6.36,16.25
4.280,6.36,16.25
4.330,6.37,16.25
4.380,6.38,16.24
4.430,6.38,16.26
4.480,6.39,16.28
4.530,6.41,16.30
4.580,6.41,16.32
4.630,6.42,16.33
4.680,6.41,16.34
4.730,6.41,16.36
4.840,6.50,16.34
4.890,6.49,16.37
4.940,6.49,16.39
4.990,6.50,16.40
5.040,6.51,16.40
5.090,6.50,16.41
5.140,6.52,16.42
5.190,6.52,16.43
5.240,6.53,16.44
5.290,6.53,16.46
5.340,6.52,16.44
5.390,6.54,16.44
5.440,6.54,16.46
5.490,6.53,16.46
5.540,6.53,16.48
5.590,6.53,16.48
5.640,6.54,16.47
5.690,6.54,16.48
5.740,6.54,16.49
5.790,6.54,16.49
5.840,6.53,16.49
5.890,6.52,16.51
5.940,6.51,16.54
5.990,6.52,16.55
6.040,6.54,16.55
6.090,6.54,16.56
6.140,6.54,16.54
6.190,6.53,16.53
6.240,6.53,16.52
6.290,6.53,16.52
6.500,6.71,16.57
6.550,6.72,16.56
6.600,6.72,16.54
6.650,6.72,16.55
6.700,6.70,16.55
6.750,6.68,16.55
6.800,6.67,16.56
6.850,6.66,16.56
6.900,6.66,16.57
6.950,6.65,16.58
7.000,6.65,16.57
7.050,6.66,16.57
7.100,6.69,16.58
7.150,6.69,16.57
7.200,6.69,16.55
7.250,6.67,16.55
7.300,6.67,16.57
7.350,6.64,16.56
7.400,6.64,16.55
7.450,6.63,16.56
7.500,6.65,16.57
7.550,6.65,16.55
7.600,6.63,16.55
7.650,6.61,16.55
7.700,6.62,16.55
7.750,6.61,16.57
7.800,6.59,16.56
7.850,6.56,16.59
7.900,6.56,16.58
7.950,6.56,16.60
8.060,6.62,16.62
8.110,6.59,16.61
8.160,6.59,16.63
8.210,6.56,16.64
8.260,6.55,16.63
8.310,6.54,16.63
8.360,6.53,16.61
8.410,6.54,16.62
8.460,6.52,16.62
8.510,6.52,16.60
8.560,6.51,16.58
8.610,6.51,16.58
8.660,6.49,16.59
8.710,6.49,16.59
8.760,6.49,16.58
8.810,6.50,16.61
8.860,6.50,16.62
8.910,6.50,16.58
8.960,6.49,16.59
9.010,6.49,16.59
9.060,6.49,16.61
9.110,6.48,16.60
9.160,6.46,16.61
9.210,6.47,16.60
9.260,6.48,16.59
9.310,6.48,16.60
9.360,6.48,16.58
9.410,6.49,16.61
9.460,6.49,16.61
9.510,6.48,16.61
9.610,6.56,16.61
9.660,6.56,16.61
9.710,6.57,16.59
9.760,6.56,16.59
9.810,6.57,16.60
9.860,6.59,16.58
9.910,6.60,16.56
9.960,6.60,16.55
10.010,6.58,16.57
10.060,6.59,16.57
10.110,6.59,16.57
10.160,6.56,16.58
10.210,6.56,16.58
10.260,6.57,16.55
10.310,6.56,16.56
10.360,6.57,16.56
10.410,6.56,16.56
10.460,6.56,16.56
10.510,6.56,16.56
10.560,6.56,16.54
10.610,6.56,16.54
10.660,6.54,16.54
10.710,6.52,16.54
10.760,6.53,16.51
10.810,6.52,16.52
10.860,6.53,16.53
10.910,6.54,16.52
10.960,6.56,16.53
11.070,6.59,16.52
11.120,6.57,16.53
11.170,6.56,16.55
11.220,6.53,16.54
11.270,6.54,16.54
11.320,6.52,16.52
11.370,6.52,16.52
11.420,6.51,16.51
11.470,6.52,16.52
11.520,6.52,16.51
11.570,6.51,16.51
11.620,6.51,16.50
11.670,6.51,16.50
11.720,6.51,16.51
11.770,6.50,16.52
11.820,6.50,16.52
11.870,6.52,16.53
11.920,6.51,16.54
11.970,6.51,16.52
12.020,6.53,16.55
12.070,6.52,16.54
12.120,6.52,16.54
12.170,6.50,16.56
12.220,6.52,16.56
12.270,6.51,16.56
12.320,6.49,16.57
12.370,6.47,16.57
12.420,6.48,16.59
12.530,6.54,16.60
12.580,6.52,16.61
12.630,6.76,16.43
12.680,6.60,16.60
12.730,6.58,16.62
12.780,6.46,16.74
12.830,6.44,16.72
12.880,6.41,16.73
12.930,6.43,16.69
12.980,6.46,16.69
13.030,6.49,16.64
13.080,6.48,16.65
13.130,6.48,16.64
13.180,6.49,16.64
13.230,6.52,16.65
13.280,6.54,16.65
13.330,6.52,16.65
13.380,6.52,16.65
13.430,6.54,16.67
13.480,6.55,16.66
13.530,6.55,16.66
13.580,6.52,16.67
13.630,6.51,16.68
13.680,6.52,16.68
13.730,6.52,16.68
13.780,6.51,16.67
13.830,6.51,16.67
13.880,6.53,16.69
14.060,6.68,16.71
14.110,6.68,16.69
14.160,6.67,16.69
14.210,6.64,16.67
14.260,6.64,16.65
14.310,6.64,16.64
14.360,6.62,16.64
14.410,6.61,16.64
14.460,6.61,16.64
14.510,6.61,16.63
14.560,6.61,16.63
14.610,6.59,16.62
14.660,6.58,16.61
14.710,6.60,16.61
14.760,6.60,16.63
14.810,6.58,16.64
14.860,6.57,16.62
14.910,6.57,16.60
14.960,6.57,16.59
15.010,6.57,16.58
15.060,6.59,16.59
15.110,6.60,16.59
15.160,6.60,16.58
15.210,6.61,16.58
15.260,6.60,16.57
15.310,6.58,16.57
15.360,6.56,16.55
15.410,6.56,16.57
15.510,6.62,16.56
15.560,6.62,16.57
15.610,6.62,16.59
15.660,6.60,16.58
15.710,6.59,16.59
15.760,6.57,16.58
15.810,6.57,16.58
15.860,6.58,16.58
15.910,6.58,16.57
15.960,6.57,16.57
16.010,6.55,16.58
16.060,6.54,16.57
16.110,6.55,16.57
16.160,6.54,16.55
16.210,6.56,16.53
16.260,6.57,16.53
16.310,6.57,16.52
16.360,6.56,16.53
16.410,6.58,16.54
16.460,6.58,16.51
16.510,6.57,16.51
16.560,6.57,16.52
16.610,6.58,16.52
16.660,6.59,16.51
16.710,6.59,16.52
16.760,6.59,16.52
16.810,6.59,16.54
16.860,6.58,16.55
16.960,6.63,16.52
17.010,6.63,16.53
17.060,6.63,16.53
17.110,6.64,16.50
17.160,6.62,16.51
17.210,6.63,16.53
17.260,6.62,16.51
17.310,6.61,16.50
17.360,6.63,16.52
17.410,6.62,16.49
17.460,6.61,16.50
17.510,6.59,16.49
17.560,6.58,16.49
17.610,6.59,16.47
17.660,6.58,16.44
17.710,6.58,16.43
17.760,6.56,16.43
17.810,6.56,16.41
17.860,6.57,16.43
17.910,6.56,16.45
17.960,6.54,16.43
18.010,6.54,16.45
18.060,6.54,16.43
18.110,6.55,16.44
18.160,6.55,16.46
18.210,6.55,16.45
18.260,6.55,16.47
18.310,6.55,16.47
18.410,6.61,16.48
18.460,6.61,16.48
18.510,6.58,16.50
18.560,6.59,16.49
18.610,6.58,16.49
18.660,6.56,16.48
18.710,6.55,16.47
18.760,6.56,16.47
18.810,6.55,16.48
18.860,6.53,16.50
18.910,6.53,16.47
18.960,6.50,16.52
19.010,6.50,16.52
19.060,6.50,16.55
19.110,6.51,16.55
19.160,6.50,16.55
19.210,6.49,16.57
19.260,6.50,16.55
19.310,6.51,16.54
19.360,6.50,16.53
19.410,6.49,16.53
19.460,6.48,16.51
19.510,6.47,16.49
19.560,6.49,16.50
19.610,6.52,16.49
19.660,6.52,16.48
19.710,6.50,16.48
19.760,6.51,16.49
19.870,6.56,16.49
19.920,6.58,16.50
19.970,6.58,16.49
20.020,6.59,16.48
20.070,6.61,16.46
20.120,6.60,16.46
20.170,6.60,16.47
20.220,6.59,16.46
20.270,6.61,16.47
20.320,6.61,16.47
20.370,6.61,16.47
20.420,6.61,16.46
20.470,6.61,16.49
20.520,6.61,16.51
20.570,6.62,16.52
20.620,6.63,16.51
20.670,6.64,16.52
20.720,6.62,16.53
20.770,6.63,16.57
20.820,6.62,16.58
20.870,6.62,16.58
20.920,6.62,16.59
20.970,6.61,16.58
21.020,6.62,16.59
21.070,6.62,16.58
21.120,6.60,16.59
21.170,6.60,16.57
21.220,6.60,16.57
21.330,6.66,16.58
21.380,6.65,16.56
21.430,6.64,16.55
21.480,6.62,16.56
21.530,6.60,16.55
21.580,6.61,16.54
21.630,6.62,16.54
21.680,6.61,16.54
21.730,6.60,16.56
21.780,6.60,16.54
21.830,6.62,16.54
21.880,6.61,16.49
21.930,6.59,16.50
21.980,6.61,16.51
22.030,6.62,16.50
22.080,6.62,16.51
22.130,6.62,16.48
22.180,6.61,16.50
22.230,6.59,16.49
22.280,6.58,16.52
22.330,6.58,16.53
22.380,6.59,16.53
22.430,6.59,16.53
22.480,6.60,16.55
22.530,6.61,16.53
22.580,6.61,16.51
22.630,6.61,16.51
22.680,6.59,16.50
22.790,6.67,16.52
22.840,6.66,16.52
22.890,6.64,16.53
22.940,6.61,16.55
22.990,6.58,16.54
23.040,6.58,16.54
23.090,6.58,16.56
23.140,6.58,16.57
23.190,6.57,16.58
23.240,6.58,16.56
23.290,6.59,16.56
23.340,6.58,16.56
23.390,6.56,16.54
23.440,6.58,16.54
23.490,6.58,16.53
23.540,6.56,16.54
23.590,6.59,16.53
23.640,6.65,16.56
23.690,6.63,16.56
23.740,6.53,16.60
23.790,6.54,16.59
23.840,6.54,16.55
23.890,6.53,16.59
23.940,6.55,16.57
23.990,6.54,16.56
24.040,6.53,16.56
24.090,6.53,16.56
24.140,6.55,16.56
24.260,6.65,16.56
24.310,6.64,16.58
24.360,6.62,16.58
24.410,6.61,16.56
24.460,6.61,16.57
24.510,6.61,16.60
24.560,6.59,16.59
24.610,6.58,16.58
24.660,6.59,16.57
24.710,6.59,16.58
24.760,6.60,16.59
24.810,6.60,16.58
24.860,6.60,16.57
24.910,6.59,16.59
24.960,6.61,16.59
25.010,6.61,16.57
25.060,6.59,16.59
25.110,6.60,16.58
25.160,6.58,16.57
25.210,6.58,16.57
25.260,6.56,16.57
25.310,6.57,16.57
25.360,6.56,16.58
25.410,6.56,16.56
25.460,6.54,16.55
25.510,6.55,16.54
25.560,6.57,16.53
25.610,6.58,16.53
25.790,6.75,16.54
25.840,6.74,16.54
25.890,6.72,16.53
25.940,6.71,16.52
25.990,6.71,16.53
26.040,6.70,16.54
26.090,6.67,16.54
26.140,6.65,16.55
26.190,6.62,16.54
26.240,6.62,16.52
26.290,6.62,16.53
26.340,6.62,16.52
26.390,6.59,16.55
26.440,6.59,16.53
26.490,6.61,16.52
26.540,6.59,16.52
26.590,6.58,16.52
26.640,6.57,16.52
26.690,6.58,16.51
26.740,6.57,16.50
26.790,6.56,16.51
26.840,6.56,16.51
26.890,6.56,16.50
26.940,6.57,16.51
26.990,6.57,16.49
27.040,6.55,16.49
27.090,6.56,16.50
27.140,6.55,16.49
27.240,6.61,16.50
27.290,6.61,16.51
27.340,6.60,16.50
27.390,6.59,16.50
27.440,6.58,16.51
27.490,6.56,16.51
27.540,6.56,16.52
27.590,6.55,16.51
27.640,6.55,16.52
27.690,6.54,16.50
27.740,6.56,16.49
27.790,6.56,16.51
27.840,6.56,16.52
27.890,6.56,16.52
27.940,6.56,16.52
27.990,6.55,16.54
28.040,6.54,16.53
28.090,6.52,16.53
28.140,6.48,16.53
28.190,6.47,16.53
28.240,6.47,16.51
28.290,6.45,16.50
28.340,6.45,16.50
28.390,6.44,16.51
28.440,6.44,16.51
28.490,6.43,16.53
28.540,6.45,16.53
28.590,6.46,16.53
28.700,6.56,16.52
28.750,6.56,16.51
28.800,6.56,16.49
28.850,6.56,16.52
28.900,6.54,16.51
28.950,6.51,16.51
29.000,6.54,16.53
29.050,6.52,16.52
29.100,6.52,16.50
29.150,6.52,16.51
29.200,6.50,16.51
29.250,6.49,16.50
29.300,6.48,16.49
29.350,6.48,16.51
29.400,6.50,16.52
29.450,6.51,16.53
29.500,6.54,16.52
29.550,6.55,16.52
29.600,6.56,16.53
29.650,6.56,16.53
29.700,6.56,16.55
29.750,6.56,16.56
29.800,6.56,16.55
29.850,6.57,16.53
29.900,6.56,16.52
29.950,6.55,16.52
30.000,6.56,16.54
30.050,6.55,16.53
30.250,6.73,16.53
30.300,6.72,16.52
30.350,6.70,16.51
30.400,6.69,16.53
30.450,6.69,16.51
30.500,6.69,16.49
30.550,6.68,16.49
30.600,6.66,16.49
30.650,6.67,16.48
30.700,6.67,16.48
30.750,6.67,16.49
30.800,6.65,16.49
30.850,6.65,16.48
30.900,6.63,16.49
30.950,6.63,16.52
31.000,6.64,16.54
31.050,6.66,16.54
31.100,6.64,16.55
31.150,6.63,16.57
31.200,6.63,16.58
31.250,6.64,16.57
31.300,6.64,16.59
31.350,6.64,16.59
31.400,6.64,16.58
31.450,6.64,16.56
31.500,6.63,16.56
31.550,6.62,16.56
31.600,6.62,16.56
31.710,6.69,16.57
31.760,6.66,16.57
31.810,6.66,16.57
31.860,6.65,16.56
31.910,6.65,16.57
31.960,6.62,16.58
32.010,6.62,16.57
32.060,6.62,16.59
32.110,6.61,16.60
32.160,6.62,16.59
32.210,6.60,16.60
32.260,6.59,16.61
32.310,6.63,16.61
32.360,6.63,16.60
32.410,6.60,16.60
32.460,6.61,16.61
32.510,6.59,16.60
32.560,6.61,16.60
32.610,6.61,16.59
32.660,6.59,16.60
32.710,6.57,16.61
32.760,6.56,16.62
32.810,6.56,16.61
32.860,6.56,16.60
32.910,6.58,16.61
32.960,6.58,16.60
33.010,6.59,16.57
33.060,6.58,16.58
33.180,6.68,16.61
33.230,6.68,16.63
33.280,6.67,16.63
33.330,6.67,16.61
33.380,6.67,16.61
33.430,6.65,16.61
33.480,6.64,16.58
33.530,6.63,16.58
33.580,6.64,16.57
33.630,6.63,16.57
33.680,6.63,16.56
33.730,6.64,16.58
33.780,6.64,16.57
33.830,6.63,16.57
33.880,6.64,16.57
33.930,6.63,16.58
33.980,6.62,16.56
34.030,6.63,16.55
34.080,6.63,16.53
34.130,6.63,16.51
34.180,6.64,16.51
34.230,6.63,16.51
34.280,6.62,16.53
34.330,6.60,16.53
34.380,6.61,16.55
34.430,6.63,16.56
34.480,6.61,16.57
34.530,6.61,16.57
34.640,6.67,16.55
34.690,6.66,16.56
34.740,6.68,16.54
34.790,6.66,16.53
34.840,6.67,16.54
34.890,6.67,16.54
34.940,6.66,16.56
34.990,6.66,16.59
35.040,6.64,16.60
35.090,6.63,16.59
35.140,6.63,16.57
35.190,6.64,16.56
35.240,6.62,16.56
35.290,6.62,16.55
35.340,6.60,16.53
35.390,6.61,16.53
35.440,6.62,16.53
35.490,6.62,16.52
35.540,6.64,16.52
35.590,6.62,16.51
35.640,6.60,16.52
35.690,6.59,16.51
35.740,6.58,16.51
35.790,6.57,16.51
35.840,6.60,16.51
35.890,6.60,16.51
35.940,6.59,16.52
35.990,6.58,16.52
36.110,6.64,16.50
36.160,6.62,16.49
36.210,6.61,16.49
36.260,6.59,16.47
36.310,6.58,16.48
36.360,6.57,16.47
36.410,6.56,16.47
36.460,6.54,16.47
36.510,6.53,16.46
36.560,6.55,16.47
36.610,6.55,16.46
36.660,6.58,16.46
36.710,6.57,16.48
36.760,6.57,16.49
36.810,6.55,16.51
36.860,6.50,16.48
36.910,6.50,16.49
36.960,6.49,16.55
37.010,6.52,16.51
37.060,6.50,16.54
37.110,6.51,16.51
37.160,6.53,16.49
37.210,6.54,16.53
37.260,6.52,16.57
37.310,6.52,16.54
37.360,6.54,16.55
37.410,6.53,16.52
37.460,6.53,16.54
37.620,6.62,16.57
37.670,6.60,16.54
37.720,6.60,16.53
37.770,6.63,16.53
37.820,6.61,16.51
37.870,6.59,16.53
37.920,6.61,16.55
37.970,6.60,16.57
38.020,6.61,16.56
38.070,6.63,16.53
38.120,6.61,16.55
38.170,6.62,16.54
38.220,6.57,16.52
38.270,6.56,16.48
38.320,6.58,16.52
38.370,6.61,16.51
38.420,6.58,16.50
38.470,6.57,16.52
38.520,6.57,16.53
38.570,6.56,16.50
38.620,6.56,16.51
38.670,6.56,16.53
38.720,6.55,16.50
38.770,6.56,16.51
38.820,6.57,16.51
38.870,6.57,16.52
38.920,6.52,16.55
38.970,6.54,16.55
39.070,6.56,16.53
39.120,6.50,16.56
39.170,6.51,16.60
39.220,6.51,16.59
39.270,6.54,16.55
39.320,6.54,16.58
39.370,6.54,16.57
39.420,6.56,16.51
39.470,6.55,16.54
39.520,6.55,16.55
39.570,6.55,16.53
39.620,6.54,16.54
39.670,6.56,16.52
39.720,6.56,16.52
39.770,6.56,16.50
39.820,6.55,16.50
39.870,6.56,16.51
39.920,6.56,16.50
39.970,6.56,16.46
40.020,6.56,16.48
40.070,6.56,16.49
40.120,6.58,16.46
40.170,6.57,16.46
40.220,6.58,16.48
40.270,6.57,16.49
40.320,6.58,16.47
40.370,6.57,16.46
40.420,6.55,16.49
40.520,6.61,16.50
40.570,6.61,16.52
40.620,6.61,16.53
40.670,6.60,16.55
40.720,6.60,16.54
40.770,6.60,16.53
40.820,6.60,16.56
40.870,6.58,16.56
40.920,6.60,16.53
40.970,6.60,16.52
41.020,6.59,16.53
41.070,6.60,16.52
41.120,6.61,16.52
41.170,6.60,16.51
41.220,6.61,16.52
41.270,6.60,16.53
41.320,6.60,16.54
41.370,6.61,16.52
41.420,6.62,16.55
41.470,6.63,16.55
41.520,6.60,16.50
41.570,6.59,16.48
41.620,6.56,16.42
41.670,6.60,16.53
41.720,6.62,16.48
41.770,6.59,16.45
41.820,6.52,16.48
41.870,6.53,16.47
41.970,6.60,16.49
42.020,6.58,16.49
42.070,6.56,16.49
42.120,6.55,16.48
42.170,6.57,16.47
42.220,6.57,16.49
42.270,6.55,16.50
42.320,6.55,16.49
42.370,6.56,16.51
42.420,6.55,16.50
42.470,6.54,16.49
42.520,6.54,16.48
42.570,6.53,16.46
42.620,6.53,16.47
42.670,6.54,16.48
42.720,6.55,16.49
42.770,6.54,16.49
42.820,6.53,16.47
42.870,6.52,16.47
42.920,6.52,16.47
42.970,6.52,16.47
43.020,6.51,16.48
43.070,6.53,16.49
43.120,6.56,16.50
43.170,6.57,16.51
43.220,6.57,16.49
43.270,6.58,16.51
43.320,6.57,16.51
43.440,6.66,16.51
43.490,6.64,16.48
43.540,6.65,16.49
43.590,6.64,16.47
43.640,6.63,16.45
43.690,6.61,16.41
43.740,6.61,16.40
43.790,6.61,16.41
43.840,6.62,16.42
43.890,6.60,16.42
43.940,6.59,16.42
43.990,6.58,16.44
44.040,6.58,16.42
44.090,6.59,16.43
44.140,6.58,16.44
44.190,6.58,16.43
44.240,6.57,16.42
44.290,6.58,16.43
44.340,6.57,16.45
44.390,6.57,16.45
44.440,6.57,16.44
44.490,6.56,16.44
44.540,6.56,16.45
44.590,6.56,16.44
44.640,6.56,16.43
44.690,6.56,16.44
44.740,6.53,16.44
44.790,6.53,16.45
44.910,6.61,16.45
44.960,6.59,16.44
45.010,6.59,16.44
45.060,6.60,16.44
45.110,6.61,16.45
45.160,6.61,16.46
45.210,6.59,16.46
45.260,6.58,16.46
45.310,6.57,16.48
45.360,6.57,16.48
45.410,6.56,16.46
45.460,6.57,16.45
45.510,6.58,16.43
45.560,6.55,16.43
45.610,6.55,16.43
45.660,6.55,16.43
45.710,6.54,16.44
45.760,6.54,16.43
45.810,6.54,16.45
45.860,6.54,16.46
45.910,6.55,16.47
45.960,6.55,16.48
46.010,6.54,16.47
46.060,6.53,16.48
46.110,6.53,16.48
46.160,6.54,16.50
46.210,6.54,16.50
46.260,6.54,16.48
46.370,6.61,16.46
46.420,6.63,16.45
46.470,6.63,16.44
46.520,6.62,16.44
46.570,6.59,16.46
46.620,6.60,16.48
46.670,6.59,16.46
46.720,6.59,16.48
46.770,6.58,16.47
46.820,6.56,16.48
46.870,6.56,16.45
46.920,6.55,16.46
46.970,6.55,16.48
47.020,6.55,16.48
47.070,6.55,16.50
47.120,6.54,16.52
47.170,6.55,16.53
47.220,6.54,16.53
47.270,6.55,16.55
47.320,6.54,16.54
47.370,6.54,16.55
47.420,6.54,16.57
47.470,6.53,16.57
47.520,6.54,16.58
47.570,6.54,16.58
47.620,6.54,16.56
47.670,6.54,16.55
47.720,6.54,16.56
47.830,6.63,16.55
47.880,6.62,16.56
47.930,6.61,16.54
47.980,6.60,16.54
48.030,6.60,16.53
48.080,6.60,16.53
48.130,6.59,16.54
48.180,6.57,16.54
48.230,6.56,16.54
48.280,6.56,16.52
48.330,6.57,16.52
48.380,6.58,16.51
48.430,6.58,16.53
48.480,6.58,16.52
48.530,6.58,16.51
48.580,6.58,16.51
48.630,6.57,16.50
48.680,6.57,16.51
48.730,6.57,16.50
48.780,6.57,16.51
48.830,6.57,16.51
48.880,6.57,16.52
48.930,6.58,16.52
48.980,6.58,16.51
49.030,6.57,16.49
49.080,6.58,16.47
49.130,6.56,16.50
49.180,6.53,16.51
49.310,6.60,16.50
49.360,6.60,16.50
49.410,6.58,16.50
49.460,6.64,16.51
49.510,6.56,16.56
49.560,6.57,16.59
49.610,6.56,16.60
49.660,6.54,16.63
49.710,6.53,16.60
49.760,6.52,16.60
49.810,6.49,16.60
49.860,6.48,16.59
49.910,6.49,16.57
49.960,6.49,16.57
50.010,6.50,16.58
50.060,6.52,16.59
50.110,6.50,16.60
50.160,6.48,16.59
50.210,6.48,16.59
50.260,6.47,16.60
50.310,6.47,16.59
50.360,6.48,16.59
50.410,6.48,16.60
50.460,6.48,16.60
50.510,6.48,16.59
50.560,6.50,16.59
50.610,6.51,16.58
50.660,6.50,16.58
50.820,6.66,16.57
50.870,6.64,16.57
50.920,6.64,16.56
50.970,6.64,16.57
51.020,6.62,16.56
51.070,6.64,16.55
51.120,6.64,16.53
51.170,6.63,16.54
51.220,6.62,16.54
51.270,6.60,16.54
51.320,6.60,16.52
51.370,6.62,16.51
51.420,6.61,16.52
51.470,6.60,16.51
51.520,6.62,16.49
51.570,6.61,16.50
51.620,6.60,16.49
51.670,6.60,16.50
51.720,6.61,16.50
51.770,6.60,16.49
51.820,6.60,16.49
51.870,6.62,16.49
51.920,6.60,16.50
51.970,6.60,16.51
52.020,6.61,16.53
52.070,6.58,16.53
52.120,6.57,16.53
52.170,6.56,16.51
52.270,6.61,16.52
52.320,6.61,16.51
52.370,6.62,16.51
52.420,6.60,16.51
52.470,6.58,16.50
52.520,6.57,16.48
52.570,6.56,16.48
52.620,6.59,16.48
52.670,6.59,16.47
52.720,6.57,16.47
52.770,6.54,16.49
52.820,6.54,16.49
52.870,6.55,16.50
52.920,6.56,16.53
52.970,6.57,16.54
53.020,6.56,16.51
53.070,6.57,16.50
53.120,6.56,16.51
53.170,6.57,16.53
53.220,6.58,16.54
53.270,6.57,16.53
53.320,6.57,16.54
53.370,6.57,16.55
53.420,6.57,16.54
53.470,6.55,16.53
53.520,6.55,16.55
53.570,6.57,16.58
53.620,6.59,16.59
53.840,6.77,16.61
53.890,6.75,16.63
53.940,6.74,16.65
53.990,6.72,16.64
54.040,6.71,16.62
54.090,6.70,16.63
54.140,6.67,16.62
54.190,6.68,16.63
54.240,6.67,16.61
54.290,6.67,16.59
54.340,6.64,16.58
54.390,6.64,16.57
54.440,6.62,16.57
54.490,6.62,16.59
54.540,6.61,16.58
54.590,6.60,16.58
54.640,6.59,16.58
54.690,6.59,16.58
54.740,6.59,16.58
54.790,6.59,16.58
54.840,6.58,16.59
54.890,6.60,16.60
54.940,6.59,16.61
54.990,6.58,16.60
55.040,6.55,16.61
55.090,6.54,16.62
55.140,6.55,16.61
55.190,6.56,16.60
55.300,6.62,16.61
55.350,6.60,16.60
55.400,6.59,16.62
55.450,6.57,16.61
55.500,6.57,16.60
55.550,6.58,16.58
55.600,6.56,16.57
55.650,6.57,16.57
55.700,6.55,16.56
55.750,6.55,16.54
55.800,6.54,16.53
55.850,6.53,16.55
55.900,6.54,16.55
55.950,6.53,16.54
56.000,6.54,16.55
56.050,6.53,16.55
56.100,6.49,16.52
56.150,6.50,16.52
56.200,6.51,16.52
56.250,6.48,16.52
56.300,6.48,16.53
56.350,6.47,16.53
56.400,6.46,16.51
56.450,6.48,16.49
56.500,6.49,16.50
56.550,6.47,16.51
56.600,6.47,16.53
56.650,6.47,16.55
56.770,6.55,16.56
56.820,6.53,16.54
56.870,6.52,16.53
56.920,6.51,16.50
56.970,6.51,16.50
57.020,6.50,16.49
57.070,6.51,16.50
57.120,6.52,16.49
57.170,6.54,16.49
57.220,6.55,16.50
57.270,6.55,16.52
57.320,6.54,16.49
57.370,6.53,16.49
57.420,6.53,16.49
57.470,6.53,16.50
57.520,6.52,16.50
57.570,6.54,16.50
57.620,6.55,16.50
57.670,6.55,16.49
57.720,6.55,16.50
57.770,6.56,16.49
57.820,6.57,16.49
57.870,6.56,16.48
57.920,6.57,16.48
57.970,6.55,16.50
58.020,6.55,16.52
58.070,6.54,16.50
58.120,6.53,16.50
58.230,6.59,16.51
58.280,6.58,16.50
58.330,6.57,16.50
58.380,6.56,16.50
58.430,6.55,16.51
58.480,6.53,16.52
58.530,6.53,16.53
58.580,6.53,16.54
58.630,6.52,16.55
58.680,6.52,16.54
58.730,6.52,16.53
58.780,6.51,16.52
58.830,6.51,16.52
58.880,6.52,16.51
58.930,6.50,16.53
58.980,6.51,16.51
59.030,6.52,16.51
59.080,6.54,16.50
59.130,6.53,16.51
59.180,6.53,16.50
59.230,6.52,16.49
59.280,6.52,16.51
59.330,6.51,16.51
59.380,6.51,16.50
